round,accuracy,loss
1,0.12253368503176301,0.0
2,0.14443266136213762,0.0
3,0.16571480689857881,0.0
4,0.18639749597962219,0.0
5,0.2064976135589629,0.0
6,0.22603156899001073,0.0
7,0.245015309422174,0.0
8,0.2634643328198083,0.0
9,0.28139370061446023,0.0
10,0.29881805000073297,0.0
11,0.31575160588581375,0.0
12,0.33220819250241673,0.0
13,0.3482012446946241,0.0
14,0.36374381888583684,0.0
15,0.37884860373779006,0.0
16,0.3935279305093353,0.0
17,0.40779378312344505,0.0
18,0.4216578079506599,0.0
19,0.43513132331696347,0.0
20,0.4482253287438486,0.0
21,0.4609505139281165,0.0
22,0.47331726746874314,0.0
23,0.48533568534793214,0.0
24,0.4970155791732841,0.0
25,0.508366484187805,0.0
26,0.5193976670542975,0.0
27,0.5301181334204882,0.0
28,0.5405366352710674,0.0
29,0.5506616780726418,0.0
30,0.5605015277174363,0.0
31,0.5700642172714113,0.0
32,0.5793575535323042,0.0
33,0.5883891234029504,0.0
34,0.5971663000850872,0.0
35,0.6056962490986948,0.0
36,0.6139859341317904,0.0
37,0.6220421227254505,0.0
38,0.6298713917987031,0.0
39,0.6374801330177988,0.0
40,0.6448745580142454,0.0
41,0.6520607034558659,0.0
42,0.6590444359750187,0.0
43,0.6658314569580059,0.0
44,0.6724273071995748,0.0
45,0.6788373714263185,0.0
46,0.6850668826926636,0.0
47,0.6911209266530367,0.0
48,0.6970044457136955,0.0
49,0.7027222430676151,0.0
50,0.7082789866157241,0.0
51,0.7136792127776886,0.0
52,0.7189273301953607,0.0
53,0.7240276233319084,0.0
54,0.7289842559695704,0.0
55,0.7338012746088882,0.0
56,0.738482611772193,0.0
57,0.7430320892140408,0.0
58,0.7474534210412218,0.0
59,0.7517502167448843,0.0
60,0.7559259841472568,0.0
61,0.7599841322653654,0.0
62,0.763927974094092,0.0
63,0.7677607293108389,0.0
64,0.7714855269040134,0.0
65,0.7751054077274734,0.0
66,0.7786233269830228,0.0
67,0.7820421566329827,0.0
68,0.7853646877448057,0.0
69,0.7885936327696511,0.0
70,0.7917316277567781,0.0
71,0.7947812345055661,0.0
72,0.7977449426569193,0.0
73,0.8006251717257616,0.0
74,0.8034242730762831,0.0
75,0.8061445318415489,0.0
76,0.8087881687890378,0.0
77,0.8113573421336355,0.0
78,0.8138541492995593,0.0
79,0.8162806286326555,0.0
80,0.8186387610644668,0.0
81,0.8209304717294258,0.0
82,0.8231576315364999,0.0
83,0.8253220586965638,0.0
84,0.827425520206754,0.0
85,0.8294697332930102,0.0
86,0.8314563668119872,0.0
87,0.8333870426134764,0.0
88,0.8352633368644542,0.0
89,0.8370867813358338,0.0
90,0.8388588646529748,0.0
91,0.8405810335109676,0.0
92,0.8422546938556885,0.0
93,0.8438812120315868,0.0
94,0.8454619158971424,0.0
95,0.8469980959089044,0.0
96,0.8484910061749951,0.0
97,0.8499418654789397,0.0
98,0.8513518582746585,0.0
99,0.8527221356534328,0.0
100,0.8540538162836329,0.0
101,0.855347987323978,0.0
102,0.8566057053110727,0.0
103,0.8578279970219425,0.0
104,0.8590158603122751,0.0
105,0.8601702649310513,0.0
106,0.8612921533122292,0.0
107,0.8623824413441291,0.0
108,0.8634420191171482,0.0
109,0.8644717516504125,0.0
110,0.8654724795979623,0.0
111,0.8664450199350464,0.0
112,0.8673901666250848,0.0
113,0.8683086912678456,0.0
114,0.869201343729364,0.0
115,0.870068852754119,0.0
116,0.8709119265599665,0.0
117,0.8717312534163146,0.0
118,0.872527502206014,0.0
119,0.8733013229714209,0.0
120,0.8740533474450793,0.0
121,0.8747841895654558,0.0
122,0.8754944459781466,0.0
123,0.8761846965229683,0.0
124,0.8768555047073273,0.0
125,0.8775074181662577,0.0
126,0.8781409691094985,0.0
127,0.8787566747559812,0.0
128,0.8793550377560763,0.0
129,0.8799365466019478,0.0
130,0.8805016760263492,0.0
131,0.8810508873901861,0.0
132,0.8815846290591622,0.0
133,0.8821033367698171,0.0
134,0.8826074339852528,0.0
135,0.8830973322408409,0.0
136,0.8835734314801926,0.0
137,0.8840361203816651,0.0
138,0.8844857766756709,0.0
139,0.8849227674530494,0.0
140,0.885347449464754,0.0
141,0.8857601694130954,0.0
142,0.8861612642347841,0.0
143,0.8865510613759982,0.0
144,0.8869298790597041,0.0
145,0.8872980265454488,0.0
146,0.8876558043818321,0.0
147,0.8880035046518698,0.0
148,0.8883414112114446,0.0
149,0.8886697999210398,0.0
150,0.8889889388709474,0.0
151,0.8892990886001318,0.0
152,0.8896005023089287,0.0
153,0.8898934260657526,0.0
154,0.8901780990079833,0.0
155,0.8904547535371924,0.0
156,0.8907236155088717,0.0
157,0.8909849044168175,0.0
158,0.8912388335723208,0.0
159,0.8914856102783111,0.0
160,0.8917254359985939,0.0
161,0.8919585065223224,0.0
162,0.892185012123836,0.0
163,0.8924051377179968,0.0
164,0.8926190630111496,0.0
165,0.8928269626478322,0.0
166,0.8930290063533507,0.0
167,0.8932253590723408,0.0
168,0.8934161811034247,0.0
169,0.8936016282300766,0.0
170,0.8937818518478011,0.0
171,0.8939569990877293,0.0
172,0.894127212936734,0.0
173,0.8942926323541618,0.0
174,0.8944533923852765,0.0
175,0.8946096242715077,0.0
176,0.8947614555575937,0.0
177,0.8949090101957061,0.0
178,0.8950524086466436,0.0
179,0.8951917679781716,0.0
180,0.895327201960596,0.0
181,0.8954588211596421,0.0
182,0.8955867330267191,0.0
183,0.8957110419866403,0.0
184,0.8958318495228748,0.0
185,0.8959492542603954,0.0
186,0.8960633520461954,0.0
187,0.8961742360275353,0.0
188,0.896281996727987,0.0
189,0.8963867221213353,0.0
190,0.8964884977033979,0.0
191,0.8965874065618229,0.0
192,0.8966835294439196,0.0
193,0.8967769448225793,0.0
194,0.8968677289603393,0.0
195,0.8969559559716416,0.0
196,0.8970416978833389,0.0
197,0.897125024693496,0.0
198,0.8972060044285345,0.0
199,0.897284703198769,0.0
200,0.8973611852523774,0.0
